Component, GAV, License, URL, Scope, Path
jaxen,jaxen:jaxen:1.1.6:bundle,BSD License,http://jaxen.codehaus.org/,binary,
jbcrypt,org.mindrot:jbcrypt:0.4-atlassian-1:jar,BSD-style License,,binary,
jbig2,de.intarsys.opensource:jbig2:5.3:jar,The BSD 3-Clause License,http://opensource.org/licenses/BSD-3-Clause,binary,
JBoss Logging 3,org.jboss.logging:jboss-logging:3.3.2.Final:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
JBoss Logging 3,org.jboss.logging:jboss-logging:3.4.3.Final:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
JCaptcha,io.leopard.thirdparty:jcaptcha-core:2.0.0:jar,GNU Lesser General Public License,http://www.gnu.org/licenses/lgpl.txt,binary,
jcaptcha-api,io.leopard.thirdparty:jcaptcha-api:2.0.0:jar,GNU Lesser General Public License,http://www.gnu.org/licenses/lgpl.txt,binary,
JCIP Annotations under Apache License,com.github.stephenc.jcip:jcip-annotations:1.0-1:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
jcip-annotations,net.jcip:jcip-annotations:1.0:jar,Creative Commons Attribution License 2.5,,binary,
JCL 1.2 implemented over SLF4J,org.slf4j:jcl-over-slf4j:1.7.36:jar,MIT License,http://www.opensource.org/licenses/mit-license.php,binary,
jcommon,jfree:jcommon:1.0.16:jar,GNU Lesser General Public Licence,http://www.jfree.org/jcommon/,binary,
JDOM,org.jdom:jdom2:2.0.6.1:jar,Modified 4-clause BSD with naming restriction and voluntary attribution.,http://www.jdom.org,binary,
jdom,org.jdom:jdom:1.1.3-atlassian-5:jar,Modified 4-clause BSD with naming restriction and voluntary attribution.,http://www.jdom.org/jdom,binary,
Jersey Library,com.atlassian.plugins.rest:com.atlassian.jersey-library:7.1.8:pom,BSD License,https://www.atlassian.com/public-pom/atlassian-rest-parent/atlassian-rest-base/com.atlassian.jersey-library/,binary,
jersey-client,com.sun.jersey:jersey-client:1.19.5-atlassian-9:jar,Common Development and Distribution License 1.1,https://bitbucket.org/atlassian/atlassian-jersey-1.x/,binary,
jersey-core,com.sun.jersey:jersey-core:1.19.5-atlassian-9:jar,Common Development and Distribution License 1.1,https://bitbucket.org/atlassian/atlassian-jersey-1.x/,binary,
jersey-json,com.sun.jersey:jersey-json:1.19.5-atlassian-9:jar,Common Development and Distribution License 1.1,https://bitbucket.org/atlassian/atlassian-jersey-1.x/,binary,
jersey-multipart,com.sun.jersey.contribs:jersey-multipart:1.19.5-atlassian-9:jar,Common Development and Distribution License 1.1,https://bitbucket.org/atlassian/atlassian-jersey-1.x/,binary,
jersey-server,com.sun.jersey:jersey-server:1.19.5-atlassian-9:jar,Common Development and Distribution License 1.1,https://bitbucket.org/atlassian/atlassian-jersey-1.x/,binary,
jersey-servlet,com.sun.jersey:jersey-servlet:1.19.5-atlassian-9:jar,Common Development and Distribution License 1.1,https://bitbucket.org/atlassian/atlassian-jersey-1.x/,binary,
JetBrains Java Annotations,org.jetbrains:annotations:24.0.1:jar,Apache License 2.0,https://github.com/JetBrains/java-annotations,binary,
Jettison,org.codehaus.jettison:jettison:1.5.4:bundle,Apache License 2.0,https://github.com/jettison-json/jettison,binary,
jfreechart,jfree:jfreechart:1.0.13:jar,GNU Lesser General Public License 2.1,,binary,
JHLabs Image Processing Filters,com.jhlabs:filters:2.0.235:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
JMES Path Query library,com.amazonaws:jmespath-java:1.12.641:jar,Apache License 2.0,https://github.com/aws/aws-sdk-java/blob/master/LICENSE.txt,binary,com.atlassian.analytics:analytics-client-s3:8.3.2/META-INF/maven/com.amazonaws/jmespath-java
jml,net.sf.jml:jml:1.0b3:jar,Apache License 2.0,,binary,
Joda-Time,joda-time:joda-time:2.10.5:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.pats:pats-plugin:1.4.7/META-INF/maven/joda-time/joda-time
Joda-Time,joda-time:joda-time:2.10.6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.plugins.authentication:atlassian-authentication-plugin:4.2.26/META-INF/maven/joda-time/joda-time
Joda-Time,joda-time:joda-time:2.12.7:jar,Apache License 2.0,https://www.joda.org/joda-time/,binary,
JOGL,org.jogamp.jogl:jogl-all:2.3.2:jar,BSD,http://jogamp.org/jogl/www/,binary,com.atlassian.plugins:document-conversion-library:2.7.10/META-INF/lib/jogl-all-2.3.2-natives-android-armv6.jar
jOOR,org.jooq:joor:0.9.5:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
jose4j,org.bitbucket.b_c:jose4j:0.9.4:jar,Apache License 2.0,https://bitbucket.org/b_c/jose4j/,binary,
jquery,1.8.3,MIT License,https://github.com/jquery/jquery/blob/1.8.3/MIT-LICENSE.txt,binary,
jquery,com.atlassian.plugins:jquery:2.2.4.12:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/jquery/,binary,
jquery,com.atlassian.plugins:jquery:2.2.4.7:atlassian-plugin,MIT License,http://jquery.com/,binary,com.atlassian.upm:atlassian-universal-plugin-manager-plugin:6.1.8/META-INF/maven/com.atlassian.plugins/jquery
jquery-cookie,Unspecified,MIT License,https://github.com/carhartl/jquery-cookie,binary,
jquery-dataTables,1.9.4,BSD (3-point) style license,https://datatables.net/license_bsd,binary,
jquery-elastic,1.6.11,MIT License,https://code.google.com/p/jquery-elastic/,binary,
jquery-floatingScrollbar,Unspecified,MIT License,https://gist.github.com/cowboy/846423,binary,
jquery-jcrop,0.9.10,MIT License,http://github.com/tapmodo/Jcrop,binary,
jquery-json,2.3,MIT License,http://code.google.com/p/jquery-json/,binary,
jquery-metadata,Unspecified,MIT License,http://archive.plugins.jquery.com/project/metadata,binary,
jquery-mousewheel,3.0.6,MIT License,https://github.com/brandonaaron/jquery-mousewheel,binary,
jquery-splitter,1.51,MIT License,http://methvin.com/splitter/,binary,
jquery-tablesorter,2.3.10,MIT License,https://github.com/Mottie/tablesorter,binary,
jquery-ui,1.8.6,MIT License,http://code.google.com/p/jquery-ui/,binary,
jquery-ui-datepicker,1.8.11,MIT License,http://docs.jquery.com/UI/Datepicker,binary,
jquery-validation,Unspecified,MIT License,http://github.com/jzaefferer/jquery-validation/,binary,
jqueryjs,1.6.4,MIT License,http://jquery.com/,binary,
jqueryjs,1.8.3,MIT License,http://jquery.com/,binary,
jqunit,1.2.0,MIT License,http://qunitjs.com/,binary,
JSON in Java,org.json:json:20231013:bundle,Public Domain,https://github.com/stleary/JSON-java/blob/20231013/LICENSE,binary,
JSON Small and Fast Parser,net.minidev:json-smart:2.4.10:bundle,Apache License 2.0,https://raw.githubusercontent.com/netplex/json-smart-v2/2.4.10/LICENSE,binary,com.atlassian.plugins.authentication:atlassian-authentication-plugin:4.2.26/META-INF/maven/net.minidev/json-smart
JSON Small and Fast Parser,net.minidev:json-smart:2.5.0:bundle,Apache License 2.0,https://urielch.github.io/,binary,
JSON-P Default Provider,org.glassfish:jakarta.json:1.1.6:bundle,Dual license consisting of the EPL 2.0 and GPL v2 with CLASSPATH EXCEPTION,https://projects.eclipse.org/license/epl-2.0,binary,
json.org inspired JSON code without the thorny checked exceptions,com.atlassian.json:atlassian-json-jsonorg:1.0.0:jar,BSD License,http://opensource.org/licenses/BSD-3-Clause,binary,
jsoup Java HTML Parser,org.jsoup:jsoup:1.15.4:jar,MIT License,https://jsoup.org/license,binary,
jsoup Java HTML Parser,org.jsoup:jsoup:1.16.1:jar,MIT License,https://jsoup.org/license,binary,com.atlassian.confluence.extra:confluence-flyingpdf-plugin:18.5.24/META-INF/maven/org.jsoup/jsoup
JSR 305 Annotations,com.atlassian.bundles:jsr305:1.1:bundle,BSD License,https://maven.atlassian.com/public/licenses/license.txt,binary,com.atlassian.confluence.extra.team-calendars:team-calendars:18.5.8/META-INF/maven/com.atlassian.bundles/jsr305
JSR 374 (JSON Processing) Default Provider,org.glassfish:javax.json:1.1.4:bundle,Dual license consisting of the CDDL v1.1 and GPL v2,https://javaee.github.io/glassfish/LICENSE,binary,
jsr311-api,javax.ws.rs:jsr311-api:1.1.1:jar,Common Development and Distribution License 1.0,http://www.opensource.org/licenses/cddl1.php,binary,
jStyleParser,net.sf.cssbox:jstyleparser:1.16-atlassian-1:jar,GNU Lesser General Public License 3.0,http://www.gnu.org/licenses/lgpl-3.0.txt,binary,
jsuri,1.2.2,MIT License,https://github.com/derek-watson/jsUri,binary,
jTDS,net.sourceforge.jtds:jtds:1.3.1:jar,GNU Lesser General Public License 2.1,https://www.gnu.org/licenses/lgpl-2.1.txt,binary,
JTidy,org.hibernate:jtidy:r8-20060801:jar,Java HTML Tidy License,http://jtidy.sourceforge.net,binary,
JUL to SLF4J bridge,org.slf4j:jul-to-slf4j:1.7.36:jar,MIT License,http://www.opensource.org/licenses/mit-license.php,binary,
JUnit,junit:junit:4.12:jar,Eclipse Public License 1.0,http://junit.org/license.html,binary,com.atlassian.functest:functest-plugin:1.0.3/META-INF/lib/junit-4.12.jar
JUnit,junit:junit:4.13.2:jar,Eclipse Public License 1.0,http://junit.org/license.html,binary,
juniversalchardet,com.github.albfernandez:juniversalchardet:2.3.0:jar,Mozilla Public License 1.1,https://github.com/albfernandez/juniversalchardet,binary,
JXMPP,org.jxmpp:jxmpp-core:1.0.3:jar,Apache License 2.0,https://raw.githubusercontent.com/igniterealtime/jxmpp/master/LICENSE,binary,
JXMPP,org.jxmpp:jxmpp-jid:1.0.3:jar,Apache License 2.0,https://raw.githubusercontent.com/igniterealtime/jxmpp/master/LICENSE,binary,
JXMPP,org.jxmpp:jxmpp-util-cache:1.0.3:jar,Apache License 2.0,https://raw.githubusercontent.com/igniterealtime/jxmpp/master/LICENSE,binary,
key-mirror,1.0.1,MIT License,https://github.com/wmira/key-mirror/blob/master/LICENSE.md,binary,
Kotlin Reflect,org.jetbrains.kotlin:kotlin-reflect:1.5.32:jar,The Apache License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.migration:migration-agent:3.9.5/lib/kotlin-reflect-1.5.32.jar
Kotlin Reflect,org.jetbrains.kotlin:kotlin-reflect:1.8.0:jar,The Apache License -  Version 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Kotlin Stdlib Common,org.jetbrains.kotlin:kotlin-stdlib-common:1.5.31:jar,The Apache License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.confluence.plugins:analytics:18.5.24/META-INF/lib/kotlin-stdlib-common-1.5.31.jar
Kotlin Stdlib Common,org.jetbrains.kotlin:kotlin-stdlib-common:1.9.10:jar,Apache License 2.0,https://kotlinlang.org/,binary,
Kotlin Stdlib Jdk7,org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.5.31:jar,The Apache License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.confluence.plugins:analytics:18.5.24/META-INF/lib/kotlin-stdlib-jdk7-1.5.31.jar
Kotlin Stdlib Jdk7,org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.8.21:jar,Apache License 2.0,https://kotlinlang.org/,binary,
Kotlin Stdlib Jdk8,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.5.31:jar,The Apache License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.confluence.plugins:analytics:18.5.24/META-INF/lib/kotlin-stdlib-jdk8-1.5.31.jar
Kotlin Stdlib Jdk8,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.8.21:jar,Apache License 2.0,https://kotlinlang.org/,binary,
Kotlin Stdlib,org.jetbrains.kotlin:kotlin-stdlib:1.7.20:jar,The Apache License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Kotlin Stdlib,org.jetbrains.kotlin:kotlin-stdlib:1.8.0:jar,The Apache License -  Version 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.confluence.plugins:analytics:18.5.24/META-INF/lib/kotlin-stdlib-1.8.0.jar
kotlinx-coroutines-core,org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.6.4:jar,The Apache License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
kotlinx-coroutines-core,org.jetbrains.kotlinx:kotlinx-coroutines-core:1.6.4:pom,The Apache License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Kubernetes Discovery Plugin for Hazelcast,com.hazelcast:hazelcast-kubernetes:1.5.5:bundle,Apache License 2.0,http://hazelcast.org/,binary,
lang,com.mysema.commons:mysema-commons-lang:0.2.4:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
LatencyUtils,org.latencyutils:LatencyUtils:2.0.3:jar,The BSD 2-Clause License,http://opensource.org/licenses/BSD-2-Clause,binary,
Layout Macros,com.atlassian.confluence.plugins:confluence-layout-plugin:18.5.7:atlassian-plugin,BSD License,https://ecosystem.atlassian.net/wiki/display/LAYOUT,binary,
Liquibase,org.liquibase:liquibase-core:4.16.1:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
lodash,4.17.20,MIT License,https://github.com/lodash/lodash/blob/4.17.20/LICENSE,binary,
Log4j Implemented Over SLF4J,org.slf4j:log4j-over-slf4j:1.7.36:jar,MIT License,http://www.opensource.org/licenses/mit-license.php,binary,
log4j1-extras,com.atlassian.logging:log4j12-extras:0.0.2:jar,Apache 2.0 License,https://www.atlassian.com/public-pom/log4j12-extras/,binary,
Lucene Common Analyzers,org.apache.lucene:lucene-analyzers-common:4.4.0-atlassian-11:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Lucene Core,org.apache.lucene:lucene-core:4.4.0-atlassian-11:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Lucene Highlighter,org.apache.lucene:lucene-highlighter:4.4.0-atlassian-11:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Lucene Kuromoji Japanese Morphological Analyzer,org.apache.lucene:lucene-analyzers-kuromoji:4.4.0-atlassian-11:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Lucene Memory,org.apache.lucene:lucene-memory:4.4.0-atlassian-11:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Lucene Miscellaneous,org.apache.lucene:lucene-misc:4.4.0-atlassian-11:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Lucene Queries,org.apache.lucene:lucene-queries:4.4.0-atlassian-11:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Lucene QueryParsers,org.apache.lucene:lucene-queryparser:4.4.0-atlassian-11:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Lucene Sandbox,org.apache.lucene:lucene-sandbox:4.4.0-atlassian-11:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Lucene Stempel Analyzer,org.apache.lucene:lucene-analyzers-stempel:4.4.0-atlassian-11:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
mchange-commons-java,com.mchange:mchange-commons-java:0.2.19:jar,Eclipse Public License 1.0,http://www.eclipse.org/legal/epl-v10.html,binary,
Metrics Core,io.dropwizard.metrics:metrics-core:4.0.7:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Metrics Integration with JMX,io.dropwizard.metrics:metrics-jmx:4.0.7:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Metrics SQL,com.github.gquintana.metrics:metrics-sql:3.1.0-atlassian-4:jar,Apache License 2.0,https://github.com/gquintana/metrics-sql,binary,
micrometer-core,io.micrometer:micrometer-core:1.7.12:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
micrometer-registry-influx,io.micrometer:micrometer-registry-influx:1.7.12:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
micrometer-registry-jmx,io.micrometer:micrometer-registry-jmx:1.7.12:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Microsoft JDBC Driver for SQL Server,com.microsoft.sqlserver:mssql-jdbc:7.4.1.jre8:jar,MIT,https://github.com/microsoft/mssql-jdbc,binary,
MIME streaming extension,org.jvnet.mimepull:mimepull:1.9.3:jar,Common Development and Distribution License 1.1,https://glassfish.java.net/public/CDDL+GPL_1_1.html,binary,
minidns,org.minidns:minidns-core:1.0.2:jar,Apache License 2.0,https://github.com/MiniDNS/minidns/blob/master/LICENCE,binary,
MobileESP,Unspecified,Apache License 2.0,http://code.google.com/p/mobileesp/,binary,
msal4j,com.microsoft.azure:msal4j:1.13.10:jar,MIT License,https://github.com/AzureAD/microsoft-authentication-library-for-java/blob/avdunn/1.13.10-release/LICENSE,binary,
MSV XML Schema Library,net.java.dev.msv:xsdlib:2013.6.1:jar,BSD License,http://msv.java.net/xsdlib,binary,com.atlassian.plugins.authentication:atlassian-authentication-plugin:4.2.26/META-INF/maven/net.java.dev.msv/xsdlib
MXP1: Xml Pull Parser 3rd Edition (XPP3),xpp3:xpp3:1.1.4c:jar,Indiana University Extreme! Lab Software License -  vesion 1.1.1,http://www.extreme.indiana.edu/xgws/xsoap/xpp/mxp1/,binary,
MXParser,io.github.x-stream:mxparser:1.2.2:jar,Indiana University Extreme! Lab Software License,https://github.com/x-stream/mxparser/blob/master/LICENSE.txt,binary,
nekohtml,net.sourceforge.nekohtml:nekohtml:1.9.22-atlassian-3:jar,The Apache Software License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Netty/Buffer,io.netty:netty-buffer:4.1.100.Final:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Netty/Codec,io.netty:netty-codec:4.1.100.Final:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Netty/Codec/HTTP,io.netty:netty-codec-http:4.1.100.Final:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Netty/Codec/HTTP2,io.netty:netty-codec-http2:4.1.100.Final:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Netty/Common,io.netty:netty-common:4.1.100.Final:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Netty/Handler,io.netty:netty-handler:4.1.100.Final:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Netty/Resolver,io.netty:netty-resolver:4.1.100.Final:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Netty/Transport,io.netty:netty-transport:4.1.100.Final:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Netty/Transport/Classes/Epoll,io.netty:netty-transport-classes-epoll:4.1.100.Final:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Netty/Transport/Native/Unix/Common,io.netty:netty-transport-native-unix-common:4.1.100.Final:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
newcode-macro-plugin,com.atlassian.confluence.ext:newcode-macro-plugin:18.5.2:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/confluence-open-plugins/newcode-macro-plugin/,binary,
Nimbus Content Type,com.nimbusds:content-type:2.1:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,com.atlassian.plugins.authentication:atlassian-authentication-plugin:4.2.26/META-INF/maven/com.nimbusds/content-type
Nimbus Content Type,com.nimbusds:content-type:2.2:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Nimbus JOSE+JWT,com.nimbusds:nimbus-jose-jwt:8.20.1:jar,The Apache Software License -  Version 2.0,https://connect2id.com/products/nimbus-jose-jwt,binary,com.atlassian.plugins.authentication:atlassian-authentication-plugin:4.2.26/META-INF/maven/com.nimbusds/nimbus-jose-jwt
Nimbus JOSE+JWT,com.nimbusds:nimbus-jose-jwt:9.28:jar,Apache License 2.0,https://connect2id.com/products/nimbus-jose-jwt,binary,com.atlassian.confluence.plugins:confluence-collaborative-editor-plugin:18.5.18/META-INF/maven/com.nimbusds/nimbus-jose-jwt
Nimbus JOSE+JWT,com.nimbusds:nimbus-jose-jwt:9.31:jar,Apache License 2.0,https://connect2id.com/products/nimbus-jose-jwt,binary,
Nimbus LangTag,com.nimbusds:lang-tag:1.4.4:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Nimbus LangTag,com.nimbusds:lang-tag:1.5:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,com.atlassian.oauth2:oauth2-client-plugin:3.1.4/META-INF/maven/com.nimbusds/lang-tag
Nimbus LangTag,com.nimbusds:lang-tag:1.6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
numeral,2.0.6,MIT License,https://github.com/adamwdraper/Numeral-js/blob/2.0.6/LICENSE,binary,
nvd3,1.8.3,Apache License 2.0,https://github.com/novus/nvd3/blob/v1.8.3/LICENSE.md,binary,
OAuth 2.0 SDK with OpenID Connect extensions,com.nimbusds:oauth2-oidc-sdk:8.36.2:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,com.atlassian.plugins.authentication:atlassian-authentication-plugin:4.2.26/META-INF/maven/com.nimbusds/oauth2-oidc-sdk
OAuth 2.0 SDK with OpenID Connect extensions,com.nimbusds:oauth2-oidc-sdk:9.27:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,com.atlassian.oauth2:oauth2-client-plugin:3.1.4/META-INF/maven/com.nimbusds/oauth2-oidc-sdk
OAuth 2.0 SDK with OpenID Connect extensions,com.nimbusds:oauth2-oidc-sdk:9.35:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
OAuth Core,net.oauth.core:oauth:20090617:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,com.atlassian.gadgets:atlassian-gadgets-opensocial-plugin:8.1.3/META-INF/lib/oauth-20090617.jar/META-INF/maven/net.oauth.core/oauth
OAuth Core,net.oauth.core:oauth:20100601-atlassian-5:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
OAuth Core: Provider,net.oauth.core:oauth-provider:20090531:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
OAuth Core: Provider,net.oauth.core:oauth-provider:20100601-atlassian-5:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,com.atlassian.oauth:atlassian-oauth-service-provider-plugin:5.0.11/META-INF/lib/oauth-provider-20100601-atlassian-5.jar/META-INF/maven/net.oauth.core/oauth-provider
OGNL - Object Graph Navigation Library,ognl:ognl:3.3.4:jar,Apache License 2.0,https://github.com/orphan-oss/ognl,binary,
okhttp,com.squareup.okhttp3:okhttp:4.12.0:jar,Apache License 2.0,https://github.com/square/okhttp,binary,
okio,com.squareup.okio:okio-jvm:3.6.0:jar,Apache License 2.0,https://github.com/square/okio/,binary,
okio,com.squareup.okio:okio:3.6.0:jar,Apache License 2.0,https://github.com/square/okio/,binary,
OneLogin java-saml Toolkit Core,com.onelogin:java-saml-core:2.6.0-atlassian-1:jar,MIT License,https://github.com/onelogin/java-saml,binary,
OneLogin java-saml Toolkit,com.onelogin:java-saml:2.6.0-atlassian-1:jar,MIT License,https://github.com/onelogin/java-saml,binary,
opencsv,com.opencsv:opencsv:5.6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
openpdf,com.github.librepdf:openpdf:1.3.11:jar,GNU Lesser General Public License -  v 3.0,https://github.com/LibrePDF/OpenPDF,binary,
Opensymphony - oscore,opensymphony:oscore:2.3.0-atlassian-5:jar,Apache License 1.1,https://bitbucket.org/atlassian/opensymphony_oscore/,binary,
org.apache.xmlgraphics:batik-anim,org.apache.xmlgraphics:batik-anim:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-awt-util,org.apache.xmlgraphics:batik-awt-util:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-bridge,org.apache.xmlgraphics:batik-bridge:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-codec,org.apache.xmlgraphics:batik-codec:1.17:jar,Apache License 2.0,http://xmlgraphics.apache.org/batik/batik-codec/,binary,
org.apache.xmlgraphics:batik-constants,org.apache.xmlgraphics:batik-constants:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-css,org.apache.xmlgraphics:batik-css:1.17:jar,Apache License 2.0,http://xmlgraphics.apache.org/batik/batik-css/,binary,
org.apache.xmlgraphics:batik-dom,org.apache.xmlgraphics:batik-dom:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-ext,org.apache.xmlgraphics:batik-ext:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-gvt,org.apache.xmlgraphics:batik-gvt:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-i18n,org.apache.xmlgraphics:batik-i18n:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-parser,org.apache.xmlgraphics:batik-parser:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-script,org.apache.xmlgraphics:batik-script:1.17:jar,Apache License 2.0,http://xmlgraphics.apache.org/batik/batik-script/,binary,
org.apache.xmlgraphics:batik-shared-resources,org.apache.xmlgraphics:batik-shared-resources:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-svg-dom,org.apache.xmlgraphics:batik-svg-dom:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-svggen,org.apache.xmlgraphics:batik-svggen:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.apache.xmlgraphics:batik-transcoder,org.apache.xmlgraphics:batik-transcoder:1.17:jar,Apache License 2.0,http://xmlgraphics.apache.org/batik/batik-transcoder/,binary,
org.apache.xmlgraphics:batik-util,org.apache.xmlgraphics:batik-util:1.17:jar,Apache License 2.0,http://xmlgraphics.apache.org/batik/batik-util/,binary,
org.apache.xmlgraphics:batik-xml,org.apache.xmlgraphics:batik-xml:1.17:jar,Apache License 2.0,https://xmlgraphics.apache.org/batik/,binary,
org.osgi:osgi.core,org.osgi:osgi.core:8.0.0:jar,Apache License 2.0,https://github.com/osgi/osgi,binary,
oro,oro:oro:2.0.8:jar,Apache License 1.1,,binary,
OS Property Set,opensymphony:propertyset:1.3-21Nov03:jar,Apache License 1.1,http://www.opensymphony.com/propertyset/,binary,
oscache,oscache:oscache:2.2:jar,OpenSymphony Software License 1.1,,binary,
OSGi OBR Service API,org.apache.felix:org.osgi.service.obr:1.0.2:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
